Event_ID,Target_ID,Debris_ID,Miss_Distance_km,Relative_Velocity_kms,Collision_Angle_deg,Covariance_Trace,Collision_Probability,Risk_Label
EVT_88370,49893,83217,46.851,10.104,1.5,17.629,0.23486,SAFE
EVT_88371,23196,86823,18.875,11.784,133.9,100.749,0.25537,SAFE
EVT_88372,48211,97284,7.612,8.127,10.3,195.41,0.76967,MEDIUM
EVT_88373,47741,81311,12.073,10.534,62.6,118.819,0.04674,SAFE
EVT_88374,26340,90096,65.743,9.644,176.6,294.082,0.12521,SAFE
EVT_88375,27308,96362,6.435,7.158,169.8,226.752,0.46615,MEDIUM
EVT_88376,26391,89972,16.124,7.718,32.9,141.91,0.11791,SAFE
EVT_88377,33855,96279,22.19,6.593,1.3,419.895,0.24802,SAFE
EVT_88378,30635,97257,58.559,5.063,101.4,244.225,0.14903,SAFE
EVT_88379,41191,85742,8.537,7.774,87.2,221.166,0.39323,MEDIUM
EVT_88380,25058,88713,3.869,10.986,155.4,170.351,0.57617,MEDIUM
EVT_88381,25409,90531,11.094,13.048,164.5,373.558,0.17281,SAFE
EVT_88382,45725,95451,6.466,6.01,23.6,401.902,0.58089,MEDIUM
EVT_88383,23909,94054,2.745,11.38,13.8,439.226,0.68724,MEDIUM
EVT_88384,44356,97440,2.255,14.413,178.7,150.833,0.474,MEDIUM
EVT_88385,39798,97908,9.214,9.731,144.7,302.953,0.37685,MEDIUM
EVT_88386,26911,99856,12.267,14.778,87.0,456.283,0.24668,SAFE
EVT_88387,21439,96378,35.91,6.671,39.8,314.14,0.16102,SAFE
EVT_88388,46863,84095,3.248,7.894,35.2,138.491,0.34909,MEDIUM
EVT_88389,44697,99560,21.317,9.883,75.2,18.063,0.16591,SAFE
EVT_88390,42171,88910,34.427,11.348,116.6,460.557,0.16685,SAFE
EVT_88391,32644,89440,2.181,11.876,165.8,149.046,0.63291,MEDIUM
EVT_88392,33568,90347,0.722,11.202,112.8,336.21,0.87007,HIGH
EVT_88393,35795,89977,19.767,12.846,80.7,28.802,0.11031,SAFE
EVT_88394,34244,94452,1.329,7.403,15.2,61.404,0.12107,SAFE
EVT_88395,24844,81473,0.948,13.126,150.4,475.485,0.93889,HIGH
EVT_88396,44696,95054,21.53,6.444,25.8,392.731,0.26955,SAFE
EVT_88397,31454,95377,52.225,13.446,26.2,318.827,0.20924,SAFE
EVT_88398,38384,83864,1.419,13.96,173.7,361.943,0.89303,HIGH
EVT_88399,43673,95175,1.265,7.81,95.3,283.078,0.52415,MEDIUM
EVT_88400,27428,96077,5.004,14.827,87.0,188.473,0.32978,MEDIUM
EVT_88401,43528,94995,10.369,14.046,51.2,469.124,0.2131,SAFE
EVT_88402,45337,89773,17.609,7.695,152.2,283.896,0.01191,SAFE
EVT_88403,41357,84476,24.113,6.547,4.4,126.605,0.14698,SAFE
EVT_88404,37260,88945,17.151,14.222,170.5,161.277,0.27302,SAFE
EVT_88405,28318,80373,40.74,13.484,176.8,237.052,0.24308,SAFE
EVT_88406,45002,81988,8.676,7.829,72.5,76.405,0.06931,SAFE
EVT_88407,30835,96493,5.599,13.536,68.1,189.841,0.55447,MEDIUM
EVT_88408,26294,97296,4.363,11.413,10.4,385.667,0.5775,MEDIUM
EVT_88409,41223,85447,26.821,5.574,66.2,408.02,0.26693,SAFE
EVT_88410,32749,84833,5.856,12.308,47.8,215.697,0.35728,MEDIUM
EVT_88411,28537,92096,2.773,5.57,81.5,327.796,0.47197,MEDIUM
EVT_88412,33769,87184,5.605,14.551,143.0,184.16,0.49104,MEDIUM
EVT_88413,27917,87867,8.563,12.362,137.7,199.916,0.35876,MEDIUM
EVT_88414,26421,95225,1.8,13.311,103.5,222.6,0.76889,MEDIUM
EVT_88415,33219,91763,13.576,6.864,134.9,286.379,0.22323,SAFE
EVT_88416,24461,80406,10.209,11.017,7.7,197.666,0.05971,SAFE
EVT_88417,49874,88118,0.379,13.322,74.5,393.362,0.97314,HIGH
EVT_88418,40685,91855,27.77,10.089,101.7,319.902,0.15201,SAFE
EVT_88419,47455,83904,23.097,6.934,62.9,112.629,0.02543,SAFE
EVT_88420,29612,90415,7.677,13.363,34.0,372.921,0.51786,MEDIUM
EVT_88421,27802,89627,3.175,9.667,16.5,315.862,0.62632,MEDIUM
EVT_88422,20262,96014,13.926,5.891,171.6,165.034,0.21938,SAFE
EVT_88423,45363,80578,9.514,7.822,40.8,392.447,0.553,MEDIUM
EVT_88424,32873,81502,1.917,8.219,69.4,411.864,0.81706,HIGH
EVT_88425,23941,85787,4.216,5.325,137.5,395.57,0.49813,MEDIUM
EVT_88426,31316,98632,31.155,11.072,8.9,497.997,0.17241,SAFE
EVT_88427,46449,98185,1.039,10.913,65.3,273.584,0.51414,MEDIUM
EVT_88428,22736,89339,46.252,11.308,122.1,317.52,0.14259,SAFE
EVT_88429,20777,95645,4.321,5.694,118.9,180.148,0.70982,MEDIUM
EVT_88430,41120,89774,16.824,6.071,27.6,397.991,0.05461,SAFE
EVT_88431,35201,87288,28.522,12.453,105.6,392.989,0.03693,SAFE
EVT_88432,23504,95547,28.918,7.264,8.4,302.6,0.26736,SAFE
EVT_88433,20546,86553,13.843,13.683,13.8,348.267,0.12688,SAFE
EVT_88434,28287,83000,20.703,10.517,63.7,180.506,0.28635,SAFE
EVT_88435,41400,89506,13.741,8.329,127.6,449.795,0.23752,SAFE
EVT_88436,31634,90866,0.158,6.006,55.9,249.804,0.72645,MEDIUM
EVT_88437,46208,81096,8.763,14.51,31.8,435.803,0.72966,MEDIUM
EVT_88438,20454,91184,8.414,10.72,104.7,464.468,0.32452,MEDIUM
EVT_88439,46786,84558,25.033,7.839,95.8,475.103,0.2542,SAFE
EVT_88440,23092,95947,2.596,11.715,67.9,413.307,0.54138,MEDIUM
EVT_88441,33686,89595,6.353,10.626,30.6,415.859,0.46023,MEDIUM
EVT_88442,30789,87396,3.644,8.357,103.0,172.175,0.58389,MEDIUM
EVT_88443,26388,96690,22.299,14.738,148.9,110.468,0.16778,SAFE
EVT_88444,30322,85877,19.637,13.348,165.9,450.83,0.15958,SAFE
EVT_88445,23781,93851,6.66,7.614,19.3,317.498,0.67498,MEDIUM
EVT_88446,32050,97262,7.258,6.022,170.6,119.249,0.67153,MEDIUM
EVT_88447,46319,90477,5.933,14.149,12.7,314.3,0.74571,MEDIUM
EVT_88448,21651,91718,8.643,9.283,28.0,88.935,0.02724,SAFE
EVT_88449,36812,92394,8.483,10.053,165.1,17.055,0.11562,SAFE
EVT_88450,38341,98161,36.623,9.788,92.7,331.105,0.11545,SAFE
EVT_88451,30177,93864,35.996,14.705,54.5,22.411,0.21821,SAFE
EVT_88452,43967,93782,0.281,11.748,23.7,224.076,0.34381,MEDIUM
EVT_88453,41900,85298,10.666,10.495,168.8,124.857,0.0442,SAFE
EVT_88454,22059,80806,7.579,12.344,31.6,115.506,0.51268,MEDIUM
EVT_88455,39984,92630,7.502,12.027,127.3,493.735,0.66215,MEDIUM
EVT_88456,24307,81894,6.32,7.034,66.0,480.137,0.49313,MEDIUM
EVT_88457,29852,90116,2.168,7.449,100.9,43.597,0.13614,SAFE
EVT_88458,30424,88311,20.269,8.818,47.6,62.488,0.15628,SAFE
EVT_88459,45881,84319,102.628,10.312,37.9,186.722,0.09282,SAFE
EVT_88460,25068,84203,32.283,11.821,1.8,341.202,0.2519,SAFE
EVT_88461,21049,83582,11.617,11.574,170.6,70.71,0.01354,SAFE
EVT_88462,27208,84970,3.735,14.428,61.1,428.51,0.60142,MEDIUM
EVT_88463,24801,93444,6.723,11.461,25.7,297.428,0.66048,MEDIUM
EVT_88464,27631,87426,12.195,6.748,168.4,171.401,0.1364,SAFE
EVT_88465,24650,94866,41.168,11.037,30.8,328.682,0.06564,SAFE
EVT_88466,29597,82151,13.743,10.128,104.5,482.76,0.14401,SAFE
EVT_88467,25174,85218,3.717,12.625,85.3,250.415,0.60172,MEDIUM
EVT_88468,30657,82050,13.245,6.502,74.0,446.242,0.01424,SAFE
EVT_88469,47170,91265,12.623,8.084,43.1,416.601,0.05263,SAFE
EVT_88470,25177,93448,28.944,9.053,10.5,52.104,0.28653,SAFE
EVT_88471,24424,89120,14.969,10.516,108.6,169.355,0.1976,SAFE
EVT_88472,40635,90549,15.645,11.664,168.3,149.7,0.21251,SAFE
EVT_88473,34290,85588,4.078,12.106,14.2,413.312,0.5767,MEDIUM
EVT_88474,21829,82705,13.379,13.674,78.6,240.387,0.00489,SAFE
EVT_88475,38688,80754,19.767,9.972,96.0,147.987,0.03628,SAFE
EVT_88476,45638,96621,6.942,12.722,65.9,92.227,0.14254,SAFE
EVT_88477,38193,89295,10.06,13.854,140.1,69.148,0.27113,SAFE
EVT_88478,34072,84620,5.047,13.589,166.2,276.406,0.71232,MEDIUM
EVT_88479,32088,86561,7.029,12.627,109.1,245.53,0.34661,MEDIUM
EVT_88480,31346,87532,8.237,9.385,152.4,247.939,0.7669,MEDIUM
EVT_88481,20802,82102,33.869,14.742,126.4,208.724,0.17446,SAFE
EVT_88482,31512,80982,9.892,14.068,8.3,94.388,0.12414,SAFE
EVT_88483,22799,97341,17.429,6.479,0.4,149.58,0.22687,SAFE
EVT_88484,45403,89755,9.163,5.329,165.3,216.187,0.63126,MEDIUM
EVT_88485,35397,86942,0.468,8.537,75.3,294.436,0.76647,MEDIUM
EVT_88486,24931,86490,3.138,14.557,91.1,270.768,0.58922,MEDIUM
EVT_88487,39949,90298,6.245,13.051,6.0,296.089,0.70489,MEDIUM
EVT_88488,48362,91861,4.682,11.848,132.4,332.526,0.67145,MEDIUM
EVT_88489,29972,93850,14.547,12.269,51.4,119.274,0.15887,SAFE
EVT_88490,44745,99264,17.904,11.782,139.1,454.083,0.25668,SAFE
EVT_88491,25464,84464,12.421,6.626,87.9,271.892,0.00136,SAFE
EVT_88492,43917,87701,8.178,10.453,81.5,173.989,0.66589,MEDIUM
EVT_88493,46662,98042,2.788,8.795,115.4,227.521,0.62487,MEDIUM
EVT_88494,30279,93581,1.356,14.891,145.4,278.401,0.3217,MEDIUM
EVT_88495,47154,82672,25.568,8.29,18.4,327.745,0.09311,SAFE
EVT_88496,45362,85205,0.777,13.068,128.3,415.695,0.96437,HIGH
EVT_88497,47076,85223,5.396,14.433,66.9,213.837,0.5235,MEDIUM
EVT_88498,29731,93905,9.307,12.873,4.9,72.352,0.27456,SAFE
EVT_88499,38029,83679,1.861,12.199,84.2,62.663,0.07471,SAFE
EVT_88500,27151,88015,27.965,11.826,22.1,45.896,0.24598,SAFE
EVT_88501,42166,83998,12.759,10.598,70.3,428.348,0.21369,SAFE
EVT_88502,32728,91306,12.363,10.948,97.6,453.018,0.12247,SAFE
EVT_88503,48624,97520,13.324,11.406,172.1,15.88,0.17298,SAFE
EVT_88504,44646,88800,10.914,9.906,104.5,352.77,0.20127,SAFE
EVT_88505,39788,87987,26.391,10.62,86.7,10.385,0.03745,SAFE
EVT_88506,38265,95328,51.788,13.154,140.4,315.109,0.05476,SAFE
EVT_88507,40112,90802,10.62,6.966,72.5,231.866,0.1302,SAFE
EVT_88508,23986,93894,27.049,11.427,40.5,447.712,0.27006,SAFE
EVT_88509,29682,80397,35.452,13.344,98.0,262.518,0.08634,SAFE
EVT_88510,38600,95529,1.727,6.746,173.1,333.512,0.91205,HIGH
EVT_88511,46099,94848,0.028,13.493,16.9,305.118,0.80923,HIGH
EVT_88512,28726,92152,11.043,5.679,28.2,367.734,0.15438,SAFE
EVT_88513,39404,92013,1.335,5.689,55.5,221.13,0.36579,MEDIUM
EVT_88514,43304,93259,0.207,7.728,70.2,301.736,0.86693,HIGH
EVT_88515,40215,93695,20.266,6.939,24.9,188.906,0.02095,SAFE
EVT_88516,30988,85527,22.59,8.808,6.6,50.176,0.03246,SAFE
EVT_88517,47799,81447,6.444,6.608,10.3,142.182,0.5269,MEDIUM
EVT_88518,42521,94641,2.102,6.745,16.8,209.638,0.56179,MEDIUM
EVT_88519,46491,81068,9.444,8.073,104.9,395.294,0.70508,MEDIUM
EVT_88520,37535,87923,12.269,6.258,83.6,482.581,0.25643,SAFE
EVT_88521,37466,93513,7.336,6.313,42.2,469.748,0.73939,MEDIUM
EVT_88522,43957,84666,8.716,6.186,49.9,195.002,0.43391,MEDIUM
EVT_88523,32336,90497,28.303,7.88,143.8,417.368,0.07849,SAFE
EVT_88524,20224,80314,0.306,14.6,122.8,324.355,0.93245,HIGH
EVT_88525,26400,86225,62.943,8.336,22.3,416.313,0.00664,SAFE
EVT_88526,42713,89491,45.431,13.213,12.9,28.061,0.08471,SAFE
EVT_88527,47720,92123,5.876,7.982,54.1,31.718,0.06163,SAFE
EVT_88528,40678,81973,8.568,5.485,64.0,290.92,0.48054,MEDIUM
EVT_88529,49088,93307,55.745,14.249,91.8,224.551,0.06052,SAFE
EVT_88530,29156,86652,8.229,12.031,172.1,42.429,0.08417,SAFE
EVT_88531,44803,94776,47.519,6.84,64.7,377.183,0.28703,SAFE
EVT_88532,27468,92615,9.756,6.423,155.5,480.588,0.75923,MEDIUM
EVT_88533,20995,99728,11.345,7.456,127.9,38.003,0.23983,SAFE
EVT_88534,36285,85160,6.992,9.979,42.5,297.673,0.51403,MEDIUM
EVT_88535,40719,88241,45.724,10.91,23.3,71.567,0.27473,SAFE
EVT_88536,25712,94125,13.845,12.209,100.5,344.205,0.09079,SAFE
EVT_88537,22563,87945,30.778,11.853,135.5,214.427,0.2344,SAFE
EVT_88538,24702,88008,8.404,14.9,122.0,481.046,0.49217,MEDIUM
EVT_88539,47158,97879,4.304,5.491,114.7,21.387,0.24089,SAFE
EVT_88540,22518,98399,17.828,9.015,55.9,472.969,0.06822,SAFE
EVT_88541,47825,88161,15.206,13.9,101.9,268.79,0.25443,SAFE
EVT_88542,32490,96721,37.537,11.064,115.5,493.329,0.26444,SAFE
EVT_88543,39764,98396,6.846,9.763,20.7,321.914,0.34709,MEDIUM
EVT_88544,34534,88899,38.353,13.58,89.3,366.206,0.22389,SAFE
EVT_88545,43528,97378,1.008,6.469,153.4,52.003,0.02448,SAFE
EVT_88546,30047,99692,8.607,7.066,15.2,298.544,0.48605,MEDIUM
EVT_88547,24218,93021,4.327,14.938,100.1,475.142,0.69534,MEDIUM
EVT_88548,27479,99688,18.609,7.29,66.4,241.019,0.01991,SAFE
EVT_88549,36706,91861,8.973,13.606,149.0,20.7,0.19477,SAFE
EVT_88550,21187,91941,2.581,5.742,156.2,66.272,0.11513,SAFE
EVT_88551,31349,82265,3.307,6.946,74.5,244.071,0.37825,MEDIUM
EVT_88552,40381,97055,26.431,7.56,177.9,377.853,0.2029,SAFE
EVT_88553,47514,96258,20.545,7.238,38.5,285.189,0.10218,SAFE
EVT_88554,30789,94757,13.647,12.916,93.6,443.909,0.25106,SAFE
EVT_88555,28283,94815,49.116,11.832,49.1,165.155,0.08104,SAFE
EVT_88556,37786,86125,2.059,8.621,95.7,388.94,0.44704,MEDIUM
EVT_88557,24724,93806,8.914,5.798,100.4,122.95,0.75396,MEDIUM
EVT_88558,23014,99871,17.475,12.483,36.2,352.602,0.04526,SAFE
EVT_88559,27661,95969,10.993,9.761,139.5,125.65,0.20859,SAFE
EVT_88560,39131,89088,6.123,14.664,64.7,67.576,0.06576,SAFE
EVT_88561,48534,83548,44.859,8.177,177.2,135.17,0.01268,SAFE
EVT_88562,39402,82346,18.654,9.021,6.5,444.899,0.19242,SAFE
EVT_88563,20842,91881,5.801,7.515,68.7,375.204,0.69279,MEDIUM
EVT_88564,37052,82029,25.036,10.913,16.4,348.3,0.00993,SAFE
EVT_88565,42654,94481,0.943,7.888,115.5,497.896,0.94875,HIGH
EVT_88566,27968,85895,5.747,14.572,95.8,457.227,0.73791,MEDIUM
EVT_88567,44433,80742,37.688,7.37,77.2,386.389,0.02799,SAFE
EVT_88568,42766,90992,3.173,13.41,70.8,262.844,0.44856,MEDIUM
EVT_88569,35677,89143,4.119,6.431,77.2,270.863,0.75926,MEDIUM
EVT_88570,41848,96030,3.881,10.761,3.5,398.758,0.65673,MEDIUM
EVT_88571,31348,87538,23.587,5.788,174.4,452.587,0.22541,SAFE
EVT_88572,34046,80246,5.732,5.27,15.6,362.36,0.74302,MEDIUM
EVT_88573,29453,85748,14.492,13.104,127.0,350.308,0.02116,SAFE
EVT_88574,44886,86006,17.755,9.284,139.0,219.662,0.15883,SAFE
EVT_88575,48491,94351,67.864,14.166,137.3,40.294,0.00508,SAFE
EVT_88576,21787,95757,1.017,11.864,56.8,203.08,0.7195,MEDIUM
EVT_88577,37797,89640,19.548,8.622,101.6,117.329,0.09239,SAFE
EVT_88578,49950,91965,3.972,11.414,19.8,13.51,0.16924,SAFE
EVT_88579,46493,93945,1.577,14.423,110.5,249.824,0.37319,MEDIUM
EVT_88580,45008,81978,4.519,14.512,101.0,223.914,0.64191,MEDIUM
EVT_88581,41939,81179,3.301,13.04,165.6,307.629,0.40149,MEDIUM
EVT_88582,21980,97162,61.255,5.618,81.4,424.906,0.14934,SAFE
EVT_88583,34904,83810,28.756,8.491,25.5,155.652,0.1595,SAFE
EVT_88584,43962,91306,15.702,13.794,52.1,130.491,0.09051,SAFE
EVT_88585,31395,81810,12.375,7.285,70.4,221.553,0.09767,SAFE
EVT_88586,45540,90815,16.484,11.222,81.8,468.157,0.01264,SAFE
EVT_88587,42899,87105,0.81,10.356,159.2,53.321,0.02999,SAFE
EVT_88588,26244,82461,3.411,13.259,116.0,250.139,0.31709,MEDIUM
EVT_88589,25359,83517,38.092,12.68,117.2,324.533,0.26776,SAFE
EVT_88590,43307,95953,0.928,8.079,66.3,265.013,0.70284,MEDIUM
EVT_88591,46710,88495,28.905,10.06,57.1,261.945,0.19843,SAFE
EVT_88592,45589,80890,20.445,14.7,24.5,352.303,0.20368,SAFE
EVT_88593,44551,99509,36.583,9.59,62.0,49.015,0.20117,SAFE
EVT_88594,23915,88035,2.607,6.535,58.0,99.699,0.14118,SAFE
EVT_88595,45329,96303,6.794,12.318,138.3,193.997,0.76804,MEDIUM
EVT_88596,27947,93239,2.76,9.966,163.6,47.643,0.22476,SAFE
EVT_88597,40676,80805,11.319,12.863,143.0,291.997,0.05855,SAFE
EVT_88598,38703,96793,11.897,9.515,160.3,295.891,0.18432,SAFE
EVT_88599,32163,90591,3.656,11.726,31.5,33.267,0.18703,SAFE
EVT_88600,31115,94957,11.298,8.561,116.6,351.067,0.08695,SAFE
EVT_88601,23967,99428,8.964,6.2,79.7,357.517,0.32525,MEDIUM
EVT_88602,20816,91892,0.693,14.111,73.5,346.313,0.81951,HIGH
EVT_88603,27333,93642,8.715,10.488,80.1,345.759,0.47557,MEDIUM
EVT_88604,34239,89012,36.83,8.968,170.3,74.413,0.27822,SAFE
EVT_88605,48138,85333,5.265,6.408,109.1,137.614,0.70556,MEDIUM
EVT_88606,22628,98049,21.513,11.436,54.9,82.083,0.27137,SAFE
EVT_88607,32872,98957,4.284,9.262,28.8,200.583,0.6088,MEDIUM
EVT_88608,43749,99527,1.58,11.144,52.9,107.571,0.6805,MEDIUM
EVT_88609,28620,83198,3.763,12.631,63.0,363.75,0.35629,MEDIUM
EVT_88610,31014,86978,22.686,8.056,174.9,111.683,0.08677,SAFE
EVT_88611,48745,98812,1.436,6.84,100.1,312.258,0.98008,HIGH
EVT_88612,49630,98107,1.009,11.765,9.4,43.54,0.20146,SAFE
EVT_88613,32071,97282,17.596,12.575,93.6,268.577,0.24649,SAFE
EVT_88614,24242,98981,7.236,11.808,88.1,132.14,0.41344,MEDIUM
EVT_88615,49873,99765,34.421,8.503,49.7,161.945,0.0847,SAFE
EVT_88616,21411,85298,13.138,7.205,139.1,28.396,0.12049,SAFE
EVT_88617,40872,86076,12.512,12.694,16.7,382.268,0.00893,SAFE
EVT_88618,46387,99159,13.399,14.144,19.6,357.542,0.23605,SAFE
EVT_88619,33229,98954,22.58,14.835,26.9,239.629,0.08648,SAFE
EVT_88620,41588,91130,13.517,7.676,149.3,23.929,0.01417,SAFE
EVT_88621,35707,98032,5.059,6.533,42.4,165.085,0.40516,MEDIUM
EVT_88622,29775,82842,34.877,11.745,103.2,332.856,0.20855,SAFE
EVT_88623,39308,80986,6.4,7.446,2.5,253.749,0.67603,MEDIUM
EVT_88624,43629,91866,3.457,8.9,96.7,252.07,0.78896,MEDIUM
EVT_88625,46916,99125,5.939,10.16,115.6,149.069,0.56426,MEDIUM
EVT_88626,39045,92106,7.162,9.004,136.0,153.398,0.64937,MEDIUM
EVT_88627,25312,84188,34.491,10.867,6.2,212.362,0.06769,SAFE
EVT_88628,41743,81171,7.186,6.353,141.0,235.387,0.368,MEDIUM
EVT_88629,41949,88627,5.932,13.949,39.6,211.393,0.54346,MEDIUM
EVT_88630,37300,96436,8.161,7.53,5.9,27.735,0.08155,SAFE
EVT_88631,37295,99867,110.572,12.38,9.2,285.235,0.13458,SAFE
EVT_88632,41946,96378,1.512,7.045,22.3,473.899,0.95304,HIGH
EVT_88633,40572,89206,4.812,13.432,124.9,340.398,0.62821,MEDIUM
EVT_88634,24844,86981,26.355,5.794,144.9,342.655,0.15963,SAFE
EVT_88635,44882,90244,11.029,12.034,164.6,185.061,0.06561,SAFE
EVT_88636,36541,92362,34.493,8.906,156.1,64.257,0.13904,SAFE
EVT_88637,37253,94429,0.939,8.206,58.7,59.744,0.12902,SAFE
EVT_88638,26040,84612,6.255,12.341,174.6,94.021,0.11969,SAFE
EVT_88639,36419,99135,11.097,6.363,40.7,171.627,0.26672,SAFE
EVT_88640,29456,80713,16.165,13.456,170.3,224.428,0.28397,SAFE
EVT_88641,20790,84781,1.363,14.411,38.4,420.935,0.87053,HIGH
EVT_88642,30730,99365,30.379,9.61,82.3,445.548,0.21908,SAFE
EVT_88643,23594,97916,7.428,12.354,133.4,101.881,0.65243,MEDIUM
EVT_88644,41600,83235,1.737,5.969,157.9,324.765,0.90594,HIGH
EVT_88645,27537,97047,8.696,8.927,87.1,113.68,0.42311,MEDIUM
EVT_88646,29731,82369,27.359,9.946,18.5,343.282,0.00433,SAFE
EVT_88647,44397,93426,8.045,6.289,52.1,442.015,0.42789,MEDIUM
EVT_88648,30210,88028,40.252,9.879,42.6,246.705,0.00222,SAFE
EVT_88649,25144,89023,46.317,14.513,48.6,498.36,0.13668,SAFE
EVT_88650,34982,83356,11.114,8.393,127.7,53.18,0.11276,SAFE
EVT_88651,35266,83371,34.951,5.089,35.4,310.054,0.14616,SAFE
EVT_88652,22236,93756,20.757,14.09,168.7,74.093,0.10016,SAFE
EVT_88653,33737,84473,13.896,9.081,76.8,92.656,0.15237,SAFE
EVT_88654,26872,93964,4.646,11.544,26.7,175.523,0.34058,MEDIUM
EVT_88655,23467,81711,1.654,8.752,135.6,335.232,0.95425,HIGH
EVT_88656,26059,85542,1.426,6.612,101.2,234.961,0.31669,MEDIUM
EVT_88657,21345,94142,4.567,6.353,76.4,326.5,0.47044,MEDIUM
EVT_88658,47432,86460,6.127,8.475,159.8,334.485,0.53299,MEDIUM
EVT_88659,40797,83979,14.712,11.093,33.7,429.258,0.28086,SAFE
EVT_88660,43168,87275,8.222,5.761,101.4,298.473,0.39105,MEDIUM
EVT_88661,38928,80138,6.822,10.981,88.4,43.9,0.04901,SAFE
EVT_88662,35004,92707,13.161,10.712,42.7,25.274,0.00393,SAFE
EVT_88663,21531,97779,9.721,10.009,70.7,186.869,0.5846,MEDIUM
EVT_88664,20015,92287,76.759,14.72,161.5,135.456,0.26443,SAFE
EVT_88665,33687,98424,45.988,11.73,9.9,214.065,0.11514,SAFE
EVT_88666,37987,89844,2.15,13.007,66.5,339.817,0.61009,MEDIUM
EVT_88667,36016,97348,3.085,8.489,78.2,490.825,0.66185,MEDIUM
EVT_88668,22354,95225,8.365,10.857,53.4,136.301,0.45089,MEDIUM
EVT_88669,40748,99160,7.73,6.658,136.6,276.678,0.45771,MEDIUM
EVT_88670,45998,99384,14.369,10.116,67.7,357.579,0.27355,SAFE
EVT_88671,21782,82841,3.262,13.24,35.0,251.439,0.55563,MEDIUM
EVT_88672,46277,84493,44.132,10.3,16.5,134.87,0.25335,SAFE
EVT_88673,28778,97704,4.379,9.639,50.0,306.09,0.69142,MEDIUM
EVT_88674,29098,89552,12.618,9.041,4.6,495.816,0.16034,SAFE
EVT_88675,49146,96973,3.559,10.999,149.7,261.58,0.5461,MEDIUM
EVT_88676,46073,84442,1.49,13.39,15.2,417.034,0.81281,HIGH
EVT_88677,46398,84619,4.963,7.505,161.9,107.881,0.47216,MEDIUM
EVT_88678,22872,86070,7.874,9.852,101.9,121.933,0.66404,MEDIUM
EVT_88679,25718,99061,12.057,7.859,11.6,42.156,0.06675,SAFE
EVT_88680,38159,80268,30.888,8.391,85.9,429.021,0.24468,SAFE
EVT_88681,47994,86435,9.093,13.892,84.7,261.322,0.74812,MEDIUM
EVT_88682,34933,85682,0.949,10.653,57.9,331.7,0.93906,HIGH
EVT_88683,38176,90765,2.094,10.757,66.7,309.578,0.38267,MEDIUM
EVT_88684,24048,96233,5.853,11.042,91.9,150.786,0.4644,MEDIUM
EVT_88685,41448,97941,30.565,7.362,174.6,50.512,0.08624,SAFE
EVT_88686,35202,99613,0.045,12.675,80.7,226.638,0.71769,MEDIUM
EVT_88687,34929,82147,54.378,6.618,171.4,359.869,0.20311,SAFE
EVT_88688,32359,94098,0.079,7.36,140.1,78.461,0.25996,SAFE
EVT_88689,21607,98164,38.303,8.126,21.3,226.639,0.2632,SAFE
EVT_88690,48929,94320,21.085,5.516,35.5,401.9,0.14127,SAFE
EVT_88691,26766,82782,12.163,9.594,69.7,40.6,0.24227,SAFE
EVT_88692,40663,80271,1.91,13.008,66.8,496.329,0.94343,HIGH
EVT_88693,32397,95175,0.679,6.867,107.4,342.663,0.92522,HIGH
EVT_88694,22652,96039,10.388,8.393,80.6,232.719,0.24598,SAFE
EVT_88695,41155,94924,3.692,7.857,111.9,444.699,0.63399,MEDIUM
EVT_88696,41940,90408,1.628,6.193,161.8,356.312,0.92365,HIGH
EVT_88697,29960,90483,38.497,6.077,86.6,82.861,0.16209,SAFE
EVT_88698,31601,81456,16.317,10.101,76.1,243.16,0.12456,SAFE
EVT_88699,42017,80377,6.345,7.684,66.6,28.206,0.10722,SAFE
EVT_88700,33623,91464,6.636,11.73,179.6,359.295,0.44436,MEDIUM
EVT_88701,24782,97856,0.16,5.129,103.3,288.616,0.36447,MEDIUM
EVT_88702,30460,89308,1.208,7.838,88.0,16.825,0.00686,SAFE
EVT_88703,48473,88300,1.648,5.688,27.2,190.62,0.77947,MEDIUM
EVT_88704,35860,91205,1.754,6.236,102.3,143.855,0.47117,MEDIUM
EVT_88705,35423,88931,14.226,8.014,83.8,54.811,0.06761,SAFE
EVT_88706,34898,89674,32.175,6.989,75.8,396.62,0.11736,SAFE
EVT_88707,47622,97840,7.248,9.219,155.2,458.737,0.32622,MEDIUM
EVT_88708,30670,96445,6.699,9.237,120.4,330.624,0.52388,MEDIUM
EVT_88709,33777,88197,11.213,8.712,165.8,53.748,0.18787,SAFE
EVT_88710,32407,87111,6.705,11.449,124.5,354.363,0.55885,MEDIUM
EVT_88711,25866,81755,30.205,14.896,105.4,370.404,0.03406,SAFE
EVT_88712,46060,99019,16.375,9.692,105.1,35.784,0.12296,SAFE
EVT_88713,49113,97000,28.688,9.749,59.2,106.748,0.23735,SAFE
EVT_88714,20425,95599,15.804,12.493,15.6,168.262,0.26871,SAFE
EVT_88715,31979,80803,33.008,10.654,148.9,274.251,0.07553,SAFE
EVT_88716,33884,83827,14.198,7.603,62.7,284.57,0.06044,SAFE
EVT_88717,22681,89498,8.577,7.605,42.2,112.972,0.70748,MEDIUM
EVT_88718,48758,95480,12.552,9.355,145.4,307.519,0.2836,SAFE
EVT_88719,45766,95196,14.484,13.224,15.0,175.551,0.18226,SAFE
